symbol,actual1_T
AAPL,272.41
ACCO,3.42
ADV,1.15
AENT,6.38
AHCO,9.19
AHL,36.9
AII,24.96
ALAB,144.34
ALIT,2.28
ALK,41.67
AMTM,22.07
AMZN,234.69
ARCO,7.29
ARDT,9.01
ASIX,15.71
ASML,1006.98
ATR,118.61
AVGO,342.46
AVNW,22.11
AXON,554.37
BA,194.52
BHVN,8.3
BIIB,167.55
BILL,50.35
BMRN,54.73
BRZE,28.74
BTM,2.04
BWMX,14.1
CAL,10.31
CBZ,51.13
CCJ,84.76
CDE,14.81
CG,53.33
CHA,14.72
CHE,435.56
CHMI,2.34
CIVI,28.43
CLDX,25.55
CLS,310.88
CMPS,5.205
CON,19.42
COP,91.37
COUR,8.48
CPRX,23.18
CRM,243.66
CRNT,2.08
CRNX,42.67
CRTO,20.77
CSTM,15.42
CTRA,26.34
CVE,18.13
CVNA,318.31
CVS,77.81
CWAN,19.25
CWT,45.85
DAR,34.75
DAVA,6.56
DBRG,9.6
DDI,8.91
DDL,1.73
DDOG,185.01
DHR,221.21
DIS,105.8
DOX,77.74
DUOL,185.07
DVN,35.84
DXCM,58.06
EEFT,70.64
EFX,207.15
ENOV,29.99
ERIE,286.58
EVH,4.18
FANG,149.2
FINV,5.98
FLOC,16.5
FSLR,253.08
GDEV,20.5986
GDYN,8.18
GE,304.82
GOOGL,276.41
GPCR,36.82
HAL,27.3
HBM,15.77
HLF,9.23
HQY,101.77
HRTG,31.14
HTO,47.36
IBM,305.69
IDYA,32.14
IMCR,35.95
IMVT,23.74
IMXI,15.1
INSW,53.98
ITGR,69.49
JANX,29.28
KELYA,8.34
KINS,14.37
KNF,69.62
KO,71.16
KOP,28.94
KRO,4.73
LFST,6.4
LKQ,30.55
LNTH,53.01
LVO,4.51
LW,57.01
MA,545.73
MANH,178.23
MATV,12.75
MAX,12.42
MD,23.15
MDB,352.61
MDLZ,56.86
MDXG,7.38
META,609.46
MNKD,5.06
MPAA,13.09
MRVL,86.45
MSFT,510.18
MTDR,41.43
MU,246.83
NESR,13.75
NRDS,13.98
NVDA,190.17
NX,12.95
PACS,10.58
PAR,38.9
PEP,145.85
PFE,25.06
PFGC,95.08
PG,147.67
PMTS,13.05
PRCT,29.69
PRU,107.16
QUAD,5.58
RARE,33.08
RCI,38.37
RCKT,3.05
SBUX,84.78
SHOP,146.04
SLB,36.94
SLGN,37.99
SLP,17.31
SLVM,44.85
SMCI,36.42
SMP,37.39
SNDX,16.62
SNPS,389.83
SPB,57.12
SPGI,493.9
SPNT,20.33
SPRY,8.21
SSTK,21.47
STZ,129.16
TBLA,4.01
TCOM,72.03
TEAD,0.7838
TNC,72.19
TRVG,3.0
TSLA,404.35
TWLO,125.36
TX,36.33
TXG,15.89
TXO,13.56
UAL,95.03
UBER,91.62
UHS,225.04
UIS,2.64
UPWK,16.48
UTL,48.0
UTZ,10.52
VCEL,39.86
VERA,28.35
W,101.94
WDAY,230.82
WELL,193.82
WMT,102.48
XPO,133.75
ZBH,89.91
ZM,84.22
ZTS,120.82
